,NO.,Part No,Part Prefix,Part Base,Part Suffix,Part Name,Part Group,Supplier,Supplier PartNo,Supplier PartNo FTM,Supply Type,SNP In,Min Stock Pickface,Location,Package Length MM,Package Width MM,Package Height MM,Package Type,Piece Weight KG,Boxes Per Pallet,Tare Weight KG,Active,ShowShortage,Remarks,Create By,Create Date,Update By,Last Updated
,3017,P1VT14401CXC,P1VT,14401,CXC,WIR ASY MN,GROUP 04,SEWT,CUDJ,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:25:00
,3018,P1VT14401CYC,P1VT,14401,CYC,WIR ASY MN,GROUP 04,SEWT,CUD4,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:45:39
,3019,P1VT14401DVE,P1VT,14401,DVE,WIR ASY MN,GROUP 04,SEWT,CUD3,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:25:15
,3020,P1VT14401DYC,P1VT,14401,DYC,WIR ASY MN,GROUP 04,SEWT,CUD8,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:26:21
,3021,P1VT14401EUC,P1VT,14401,EUC,WIR ASY MN,GROUP 04,SEWT,CUD0,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-11-02 01:02:31
,3022,P1VT14401EXE,P1VT,14401,EXE,WIR ASY MN,GROUP 04,SEWT,CUDG,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:47:31
,3023,P1VT14401FVE,P1VT,14401,FVE,WIR ASY MN,GROUP 04,SEWT,CUD1,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:08:15
,3024,P1VT14401FYE,P1VT,14401,FYE,WIR ASY MN,GROUP 04,SEWT,CUD9,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:26:34
,3025,P1VT14401FZC,P1VT,14401,FZC,WIR ASY MN,GROUP 04,SEWT,CUD6,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:46:03
,3026,P1VT14401GXE,P1VT,14401,GXE,WIR ASY MN,GROUP 04,SEWT,CUDN,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:26:50
,3027,P1VT14401GYE,P1VT,14401,GYE,WIR ASY MN,GROUP 04,SEWT,CUD5,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:50:16
,3028,P1VT14401HUC,P1VT,14401,HUC,WIR ASY MN,GROUP 04,SEWT,CUD7,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:48:47
,3029,P1VT14401JYC,P1VT,14401,JYC,WIR ASY MN,GROUP 04,SEWT,CUDD,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-11-13 09:34:23
,3030,P1VT14401KAE,P1VT,14401,KAE,WIR ASY MN,GROUP 04,SEWT,CTXN,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:27:03
,3031,P1VT14401KBE,P1VT,14401,KBE,WIR ASY MN,GROUP 04,SEWT,CTXS,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 13:16:26
,3032,P1VT14401KCE,P1VT,14401,KCE,WIR ASY MN,GROUP 04,SEWT,CTXW,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:34:30
,3033,P1VT14401KGC,P1VT,14401,KGC,WIR ASY MN,GROUP 04,SEWT,CUDP,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 16:21:14
,3034,P1VT14401KHC,P1VT,14401,KHC,WIR ASY MN,GROUP 04,SEWT,CUCZ,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:34:43
,3035,P1VT14401KLC,P1VT,14401,KLC,WIR ASY MN,GROUP 04,SEWT,SEWT,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:08:13
,3036,P1VT14401KYE,P1VT,14401,KYE,WIR ASY MN,GROUP 04,SEWT,CUDB,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 09:07:48
,3037,P1VT14401LVE,P1VT,14401,LVE,WIR ASY MN,GROUP 04,SEWT,CUDK,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:48:13
,3038,P1VT14401MYE,P1VT,14401,MYE,WIR ASY MN,GROUP 04,SEWT,CTY1,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:34:54
,3039,P1VT14401PUE,P1VT,14401,PUE,WIR ASY MN,GROUP 04,SEWT,CTYE,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:08:06
,3040,P1VT14401PVE,P1VT,14401,PVE,WIR ASY MN,GROUP 04,SEWT,CTYC,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:35:04
,3041,P1VT14401RUE,P1VT,14401,RUE,WIR ASY MN,GROUP 04,SEWT,CTXV,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 15:57:51
,3042,P1VT14401RXE,P1VT,14401,RXE,WIR ASY MN,GROUP 04,SEWT,CTYG,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 09:08:04
,3043,P1VT14401SYE,P1VT,14401,SYE,WIR ASY MN,GROUP 04,SEWT,CTXM,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2025-01-08 11:12:02
,3044,P1VT14401SZE,P1VT,14401,SZE,WIR ASY MN,GROUP 04,SEWT,CTXX,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:35:22
,3045,P1VT14401TSE,P1VT,14401,TSE,WIR ASY MN,GROUP 04,SEWT,CTXL,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:49:55
,3046,P1VT14401TTE,P1VT,14401,TTE,WIR ASY MN,GROUP 04,SEWT,CTYM,,SEQ,2,4,PC-08-2,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:08:04
,3047,P1VT14401TUE,P1VT,14401,TUE,WIR ASY MN,GROUP 04,SEWT,CTXZ,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 13:21:32
,3048,P1VT14401TYE,P1VT,14401,TYE,WIR ASY MN,GROUP 04,SEWT,CTYS,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:35:37
,3049,P1VT14401TZE,P1VT,14401,TZE,WIR ASY MN,GROUP 04,SEWT,CTXH,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:49:10
,3050,P1VT14401USE,P1VT,14401,USE,WIR ASY MN,GROUP 04,SEWT,CTXR,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:36:10
,3051,P1VT14401UUE,P1VT,14401,UUE,WIR ASY MN,GROUP 04,SEWT,CTYJ,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:36:25
,3052,P1VT14401UZE,P1VT,14401,UZE,WIR ASY MN,GROUP 04,SEWT,CTYK,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:36:37
,3053,P1VT14401VSE,P1VT,14401,VSE,WIR ASY MN,GROUP 04,SEWT,CTYL,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:36:51
,3054,P1VT14401VVE,P1VT,14401,VVE,WIR ASY MN,GROUP 04,SEWT,CTY6,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:37:05
,3055,P1VT14401XXE,P1VT,14401,XXE,WIR ASY MN,GROUP 04,SEWT,CTXJ,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:37:21
,3056,P1VT14401YUE,P1VT,14401,YUE,WIR ASY MN,GROUP 04,SEWT,CTY7,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2025-01-08 11:05:54
,3057,P1VT14401YVE,P1VT,14401,YVE,WIR ASY MN,GROUP 04,SEWT,CTYP,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 15:47:42
,3058,P1VT14401YZB,P1VT,14401,YZB,WIR ASY MN,GROUP 04,SEWT,CTYR,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:37:33
,3059,P1WT14401AEE,P1WT,14401,AEE,WIR ASY MN,GROUP 04,SEWT,CSN3,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 16:43:21
,3060,P1WT14401BBE,P1WT,14401,BBE,WIR ASY MN,GROUP 04,SEWT,CSNP,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 13:25:09
,3061,P1WT14401ECE,P1WT,14401,ECE,WIR ASY MN,GROUP 04,SEWT,CSP0,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:32:12
,3062,P1WT14401FCE,P1WT,14401,FCE,WIR ASY MN,GROUP 04,SEWT,CSN1,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:32:27
,3063,P1WT14401GBE,P1WT,14401,GBE,WIR ASY MN,GROUP 04,SEWT,CSN9,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 16:24:47
,3064,P1WT14401MCE,P1WT,14401,MCE,WIR ASY MN,GROUP 04,SEWT,CSNT,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 16:25:18
,3065,P1WT14401NCE,P1WT,14401,NCE,WIR ASY MN,GROUP 04,SEWT,CSN4,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 16:25:35
,3066,P1WT14401PCE,P1WT,14401,PCE,WIR ASY MN,GROUP 04,SEWT,CT8X,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 16:11:37
,3067,P1WT14401RBE,P1WT,14401,RBE,WIR ASY MN,GROUP 04,SEWT,CT9U,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 13:35:53
,3068,P1WT14401REF,P1WT,14401,REF,WIR ASY MN,GROUP 04,SEWT,CTAD,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:34:10
,3069,P1WT14401SAE,P1WT,14401,SAE,WIR ASY MN,GROUP 04,SEWT,CTA7,,SEQ,2,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 13:37:05
,3070,P1WT14401SCE,P1WT,14401,SCE,WIR ASY MN,GROUP 04,SEWT,CT9F,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2025-01-08 11:15:58
,3071,P1WT14401XBE,P1WT,14401,XBE,WIR ASY MN,GROUP 04,SEWT,CTAA,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:07:50
,3072,P1WT14401XEE,P1WT,14401,XEE,WIR ASY MN,GROUP 04,SEWT,CTAC,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:30:59
,3073,P1WT14401YDE,P1WT,14401,YDE,WIR ASY MN,GROUP 04,SEWT,CT91,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:31:13
,3074,P1WT14401ZAE,P1WT,14401,ZAE,WIR ASY MN,GROUP 04,SEWT,CT9Y,,SEQ,2,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2025-06-30 22:52:39
,3075,P1WT14401ZEC,P1WT,14401,ZEC,WIR ASY MN,GROUP 04,SEWT,CT9P,,SEQ,2,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:31:27
,3076,PB3T14405AAF,PB3T,14405,AAF,WIR ASY RR LP,GROUP 02,SEWT,CT2E,,SEQ,1,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 14:11:26
,3077,PB3T14405AAFF,PB3T,14405,AAFF,WIR ASY RR LP,GROUP 02,SEWT,CT2X,,SEQ,1,4,PB-46,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:19:01
,3078,PB3T14405ACF,PB3T,14405,ACF,WIR ASY RR LP,GROUP 02,SEWT,CT1Y,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:31:41
,3079,PB3T14405AJE,PB3T,14405,AJE,WIR ASY RR LP,GROUP 02,SEWT,CT2A,,SEQ,1,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 14:12:19
,3080,PB3T14405BZF,PB3T,14405,BZF,WIR ASY RR LP,GROUP 02,SEWT,CT2V,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 09:08:15
,3081,PB3T14405CBE,PB3T,14405,CBE,WIR ASY RR LP,GROUP 02,SEWT,CT25,,SEQ,1,4,PB-35-3,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:19:20
,3082,PB3T14405CEF,PB3T,14405,CEF,WIR ASY RR LP,GROUP 02,SEWT,CT2B,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:55:49
,3083,PB3T14405CTF,PB3T,14405,CTF,WIR ASY RR LP,GROUP 02,SEWT,CT1W,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:31:52
,3084,PB3T14405CXF,PB3T,14405,CXF,WIR ASY RR LP,GROUP 02,SEWT,CT2L,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:27:24
,3085,PB3T14405DBF,PB3T,14405,DBF,WIR ASY RR LP,GROUP 02,SEWT,CT1X,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 16:26:06
,3086,PB3T14405EFF,PB3T,14405,EFF,WIR ASY RR LP,GROUP 02,SEWT,CT22,,SEQ,1,4,PB-36-3,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:19:16
,3087,PB3T14405EGF,PB3T,14405,EGF,WIR ASY RR LP,GROUP 02,SEWT,CT2K,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 16:29:22
,3088,PB3T14405EHF,PB3T,14405,EHF,WIR ASY RR LP,GROUP 02,SEWT,CT23,,SEQ,1,4,PX-DS,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-22 14:14:26
,3089,PB3T14405EMC,PB3T,14405,EMC,WIR ASY RR LP,GROUP 02,SEWT,CT2W,,SEQ,1,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:19:15
,3090,PB3T14405ERC,PB3T,14405,ERC,WIR ASY RR LP,GROUP 02,SEWT,CT2H,,SEQ,1,4,PART-NEWMODEL,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-09-19 15:19:12
,3091,PB3T14405ESC,PB3T,14405,ESC,WIR ASY RR LP,GROUP 02,SEWT,CT24,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 09:08:29
,3092,PB3T14405EUC,PB3T,14405,EUC,WIR ASY RR LP,GROUP 02,SEWT,CT2J,,SEQ,1,4,PB-55,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-31 14:12:11
,3093,PB3T14405UEE,PB3T,14405,UEE,WIR ASY RR LP,GROUP 02,SEWT,CTQZ,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:51:40
,3094,PB3T14405UJC,PB3T,14405,UJC,WIR ASY RR LP,GROUP 02,SEWT,CTQF,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-25 15:27:57
,3095,PB3T14405URE,PB3T,14405,URE,WIR ASY RR LP,GROUP 02,SEWT,CUXR,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,10,3,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:31,admin,2024-10-26 15:56:29
,3096,P1WT13A576PAD,P1WT,13A576,PAD,TRAILER TOW HARNESS,GROUP 02,SEWT,CRCN,,SEQ,15,10,PX-OBSOLETEPART,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-26 09:11:40
,3097,P1WT13A576PBD,P1WT,13A576,PBD,TRAILER TOW HARNESS,GROUP 02,SEWT,CRCM,,SEQ,15,10,PX-OBSOLETEPART,670,335,195,PTB,1,30,1,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-25 15:17:20
,3098,PB3T14A005CYCE,PB3T,14A005,CYCE,WIR ASY BDY MN,GROUP 07,SEWT,CT59,,SEQ,1,1,PX-OBSOLETEPART,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-25 15:14:53
,3099,PB3T14A005KAAE,PB3T,14A005,KAAE,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,4,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-09-19 15:09:38
,3100,PB3T14A005KAEE,PB3T,14A005,KAEE,WIR ASY BDY MN,GROUP 07,SEWT,CUYE,,SEQ,1,2,PX-OBSOLETEPART,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-25 15:15:30
,3101,PB3T14A005KAJC,PB3T,14A005,KAJC,WIR ASY BDY MN,GROUP 07,SEWT,CUMG,,SEQ,1,4,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-09-19 15:09:36
,3102,PB3T14A005KAKC,PB3T,14A005,KAKC,WIR ASY BDY MN,GROUP 07,SEWT,SEWT,,SEQ,1,4,PART-NEWMODEL,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-09-19 15:09:36
,3103,PB3T14A005KAME,PB3T,14A005,KAME,WIR ASY BDY MN,GROUP 07,SEWT,CUYB,,SEQ,1,2,PX-OBSOLETEPART,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-26 09:12:05
,3104,PB3T14A005KANE,PB3T,14A005,KANE,WIR ASY BDY MN,GROUP 07,SEWT,CUY8,,SEQ,1,2,PX-DS,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-22 14:37:12
,3105,PB3T14A005KATC,PB3T,14A005,KATC,WIR ASY BDY MN,GROUP 07,SEWT,CUKU,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-25 15:15:50
,3106,PB3T14A005KAVC,PB3T,14A005,KAVC,WIR ASY BDY MN,GROUP 07,SEWT,CULM,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-25 15:16:00
,3107,PB3T14A005KAXC,PB3T,14A005,KAXC,WIR ASY BDY MN,GROUP 07,SEWT,CULL,,SEQ,1,2,PX-OBSOLETEPART,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-25 15:16:14
,3108,PB3T14A005KBAE,PB3T,14A005,KBAE,WIR ASY BDY MN,GROUP 07,SEWT,CUYL,,SEQ,1,2,PX-DS,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-22 14:44:11
,3109,PB3T14A005PLAE,PB3T,14A005,PLAE,WIR ASY BDY MN,GROUP 07,SEWT,CUZK,,SEQ,1,4,PX-OBSOLETEPART,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-10-26 15:59:46
,3110,PB3T14A005PLBE,PB3T,14A005,PLBE,WIR ASY BDY MN,GROUP 07,SEWT,CUY1,,SEQ,1,2,PB-23-2,1005,503,195,PTB,1,8,7,Y,N,AUTO ADDED BY SYSTEM,admin,2023-09-11 05:04:32,admin,2024-09-19 15:09:48
